k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ovatus (ID180606)  -0.00396605164761
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae, g__Dechloromonas, s__ (ID6693)  1.32802977472e-07
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__BD7-3, f__, g__, s__ (ID323533)  -1.91256509742e-06
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__, s__ (ID539242)  2.01865536317e-08
k__Bacteria, p__Actinobacteria, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__, s__ (ID539240)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__ (ID325268)  6.40403992733e-07
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__acidifaciens (ID321972)  -3.89938783847e-07
k__Bacteria, p__Planctomycetes, c__Phycisphaerae, o__WD2101, f__, g__, s__ (ID4433661)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Sinobacteraceae, g__, s__ (ID4468101)  6.51275040223e-08
k__Bacteria, p__Actinobacteria, c__MB-A2-108, o__0319-7L14, f__, g__, s__ (ID236133)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__Chromatiaceae, g__, s__ (ID312010)  8.58102364099e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__ (ID334797)  2.45870172437e-07
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Paenibacillaceae, g__, s__ (ID728212)  0.0
k__Bacteria, p__Chlamydiae, c__Chlamydiia, o__Chlamydiales, f__Waddliaceae, g__, s__ (ID1109218)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodobacterales, f__Rhodobacteraceae, g__, s__ (ID4371558)  5.41851087942e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID835928)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pasteurellales, f__Pasteurellaceae, g__Haemophilus, s__parainfluenzae (ID4303114)  -2.07823191335e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__ (ID661404)  3.14612297131e-08
k__Bacteria, p__Armatimonadetes, c__[Fimbriimonadia], o__[Fimbriimonadales], f__[Fimbriimonadaceae], g__Fimbriimonas, s__ (ID1125212)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__Clostridium, s__ (ID353173)  -6.53363078891e-08
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Vibrionales, f__Vibrionaceae, g__Vibrio, s__ (ID653033)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__[Ruminococcus], s__gnavus (ID4426874)  4.96493173558e-07
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Comamonas, s__ (ID656774)  -0.000245888453153
k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__, g__, s__ (ID200629)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID556508)  2.01192581096e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID1131089)  3.90739290138e-08
k__Bacteria, p__Bacteroidetes, c__Cytophagia, o__Cytophagales, f__Cytophagaceae, g__Runella, s__ (ID818344)  0.0
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardiaceae, g__Nocardia, s__ (ID4391489)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__, s__ (ID419408)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__OM60, g__, s__ (ID4414633)  1.04856673125e-07
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Pseudonocardiaceae, g__Pseudonocardia, s__ (ID739794)  4.60024373093e-09
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Rhodoplanes, s__ (ID1071596)  0.0
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Sporichthyaceae, g__, s__ (ID569992)  1.8522491593e-08
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__, s__ (ID569991)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID291743)  -3.02800047395e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID71165)  1.91800256229e-05
k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Flavisolibacter, s__ (ID1071316)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID291744)  2.37748264521e-07
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Delftia, s__ (ID202662)  -9.12123500334e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID262801)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Lysobacter, s__ (ID1128880)  1.64110137839e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID322281)  6.57553607694e-08
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__, s__ (ID1142263)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Bacillaceae, g__Bacillus, s__ (ID3151583)  1.89280933403e-07
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__, f__, g__, s__ (ID4380322)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__, g__, s__ (ID243553)  0.0
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__[Paraprevotellaceae], g__[Prevotella], s__tannerae (ID4448497)  2.44363032492e-06
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__, s__ (ID547696)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Bacillales, f__Planococcaceae, g__Lysinibacillus, s__boronitolerans (ID238208)  1.31771544074e-06
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae, g__Azovibrio, s__ (ID665414)  1.02614042451e-08
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__fragilis (ID4442390)  2.01503966739e-07
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__, g__, s__ (ID323881)  1.48936409305e-06
k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__ (ID4354769)  1.01475665338e-06
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Thiomonas, s__ (ID138348)  2.4019361346e-06
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Pedomicrobium, s__ (ID4435098)  0.0
k__Bacteria, p__Lentisphaerae, c__[Lentisphaeria], o__Victivallales, f__Victivallaceae, g__, s__ (ID1541)  1.54037693794e-08
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__OM60, g__Congregibacter, s__ (ID217507)  2.27929793708e-06
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__, s__ (ID217506)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__ (ID818838)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID175967)  1.37447177244e-05
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__ (ID778484)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID175963)  -9.4202868515e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__ (ID175960)  2.27246105916e-07
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Moraxella, s__ (ID8281)  0.0
k__Bacteria, p__Gemmatimonadetes, c__Gemmatimonadetes, o__Gemmatimonadales, f__, g__, s__ (ID4112169)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Lachnospira, s__ (ID318865)  2.07229784505e-08
k__Bacteria, p__Actinobacteria, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__Collinsella, s__aerofaciens (ID365181)  1.54505987115e-09
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID267668)  2.27786229912e-08
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__Microbacterium, s__ (ID4376127)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Phyllobacteriaceae, g__, s__ (ID4321652)  1.51298334125e-08
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Alkanindiges, s__ (ID171048)  1.8007390251e-09
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__ (ID239555)  -2.63275508752e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Oscillospira, s__ (ID845900)  -2.09708734073e-06
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Tremblayales, f__Tremblayaceae, g__, s__ (ID1070446)  0.0
k__Bacteria, p__Firmicutes, c__Erysipelotrichi, o__Erysipelotrichales, f__Erysipelotrichaceae, g__Sharpea, s__ (ID4364176)  9.83498885209e-09
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Dehalobacteriaceae, g__Dehalobacterium, s__ (ID4323723)  6.14069184719e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Coprococcus, s__ (ID4323727)  9.59975300345e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID574604)  3.42776695083e-08
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__, s__ (ID580578)  5.62685627582e-07
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Chromatiales, f__, g__, s__ (ID580575)  7.13954745265e-07
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__, f__, g__, s__ (ID286878)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Thermoanaerobacterales, f__Caldicellulosiruptoraceae, g__Caldicellulosiruptor, s__saccharolyticus (ID16101)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Roseateles, s__depolymerans (ID286874)  -1.12027430113e-07
k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__ (ID4044060)  0.0
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Sphingomonadales, f__Sphingomonadaceae, g__Sphingomonas, s__ (ID666440)  -1.20490289447e-07
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Micrococcaceae, g__Kocuria, s__ (ID513894)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__, s__ (ID354306)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Lactobacillaceae, g__Lactobacillus, s__ (ID1722623)  -1.58186461856e-06
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Actinomycetaceae, g__Actinomyces, s__ (ID1066410)  3.04738272013e-07
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__infantis (ID1759711)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Burkholderiaceae, g__Salinispora, s__tropica (ID784415)  9.84112436389e-07
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Corynebacteriaceae, g__Corynebacterium, s__ (ID497866)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID302422)  -8.65676204754e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID305437)  2.78037372004e-08
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Alteromonadales, f__Alteromonadaceae, g__HB2-32-21, s__ (ID305436)  1.17109899286e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID302426)  4.58055847319e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__ (ID305432)  -1.92409398911e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__ (ID3350573)  0.0
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID158581)  7.57666425441e-08
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__, f__, g__, s__ (ID678420)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__, s__ (ID312935)  -0.000126073705747
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Janthinobacterium, s__ (ID4365229)  1.54823147126e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID192046)  1.13564675725e-07
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__, g__, s__ (ID1131874)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Blautia, s__ (ID573379)  2.68398742147e-08
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__copri (ID198502)  -4.75167420438e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__, s__ (ID4358323)  0.0
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__, s__ (ID294104)  3.42510964937e-07
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__S24-7, g__, s__ (ID190573)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Moraxellaceae, g__Acinetobacter, s__ (ID1523627)  2.27455927525e-06
k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Muricauda, s__ (ID4412939)  2.0374816125e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__ (ID192598)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID1775194)  4.84264690557e-08
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhizobiales, f__Hyphomicrobiaceae, g__Rhodoplanes, s__ (ID4475802)  2.5712256503e-08
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Legionellales, f__Coxiellaceae, g__, s__ (ID99390)  0.0
k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__ (ID824094)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID215018)  1.9735304764e-08
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Burkholderiaceae, g__Burkholderia, s__ (ID254031)  0.0
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID191487)  7.76582842468e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID260233)  7.35626916322e-08
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Alcaligenaceae, g__, s__ (ID4436320)  3.49354696133e-08
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID191483)  3.47377927141e-08
k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__, s__ (ID799231)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__ (ID300143)  2.64539062581e-09
k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Cryomorphaceae, g__Fluviicola, s__ (ID20456)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Rhodoferax, s__ (ID27485)  0.0
k__Bacteria, p__Bacteroidetes, c__[Rhodothermi], o__[Rhodothermales], f__[Balneolaceae], g__, s__ (ID62687)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Ruminococcus, s__ (ID4404413)  1.22552754763e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID509838)  3.26788402001e-07
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Nitrosomonadales, f__Nitrosomonadaceae, g__, s__ (ID146324)  7.776938556e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__Dorea, s__ (ID357020)  5.17437332942e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID176080)  -1.60021448565e-06
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Cellulomonadaceae, g__Cellulomonas, s__ (ID12300)  0.0
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Porphyromonadaceae, g__Paludibacter, s__ (ID4446973)  -3.77715200004e-07
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Microbacteriaceae, g__Microbacterium, s__ (ID4374197)  0.0
k__Bacteria, p__Bacteroidetes, c__[Saprospirae], o__[Saprospirales], f__Chitinophagaceae, g__Sediminibacterium, s__ (ID772410)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__, s__ (ID4362246)  3.37519809663e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID264424)  0.0
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardiopsaceae, g__Streptomonospora, s__ (ID264425)  0.0
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Dietziaceae, g__Dietzia, s__ (ID1135576)  0.0
k__Bacteria, p__Planctomycetes, c__vadinHA49, o__p04_C01, f__, g__, s__ (ID1135570)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID4314260)  6.1572942408e-08
k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__ (ID368218)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__Faecalibacterium, s__prausnitzii (ID368219)  5.46557223271e-08
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Thiobacterales, f__, g__, s__ (ID4314268)  5.69402820779e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__, s__ (ID49854)  -3.59731462106e-07
k__Bacteria, p__Bacteroidetes, c__Sphingobacteriia, o__Sphingobacteriales, f__Sphingobacteriaceae, g__, s__ (ID223975)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__Comamonas, s__ (ID2221294)  1.00490446618e-06
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__, s__ (ID533994)  -1.23707693634e-07
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Luteibacter, s__rhizovicinus (ID533999)  8.84675944086e-08
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Xanthomonadales, f__Xanthomonadaceae, g__Luteimonas, s__ (ID4308369)  1.82030028365e-08
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Rhodocyclales, f__Rhodocyclaceae, g__Azoarcus, s__ (ID142603)  1.91297863993e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID176555)  -0.000101786135436
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Veillonellaceae, g__Dialister, s__ (ID4020046)  8.05167565854e-08
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__, g__, s__ (ID289933)  9.87955117776e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID4407190)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Enterococcaceae, g__Enterococcus, s__ (ID4407197)  1.16248693566e-06
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID50218)  -2.50146248643e-07
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Dermabacteraceae, g__Dermabacter, s__ (ID4355150)  2.06547798201e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID298190)  -1.10434423063e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Clostridiaceae, g__02d06, s__ (ID302164)  1.13756705304e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID302165)  2.25617300797e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID302160)  9.80154584688e-09
k__Bacteria, p__Actinobacteria, c__Coriobacteriia, o__Coriobacteriales, f__Coriobacteriaceae, g__Eggerthella, s__ (ID1141218)  1.71583017965e-06
k__Bacteria, p__Actinobacteria, c__Actinobacteria, o__Actinomycetales, f__Nocardioidaceae, g__, s__ (ID158804)  0.0
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID3164394)  -2.47031179669e-07
k__Bacteria, p__TM7, c__TM7-1, o__, f__, g__, s__ (ID4412915)  0.0
k__Bacteria, p__Bacteroidetes, c__Flavobacteriia, o__Flavobacteriales, f__Flavobacteriaceae, g__Flavobacterium, s__ (ID4309182)  1.31212255729e-08
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Oxalobacteraceae, g__Herminiimonas, s__ (ID4446022)  1.03245770318e-07
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Pseudomonadales, f__Pseudomonadaceae, g__Pseudomonas, s__ (ID728119)  -1.64820185128e-07
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__RS62, s__ (ID615031)  0.0
k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__C111, g__, s__ (ID4308585)  0.0
k__Bacteria, p__Acidobacteria, c__[Chloracidobacteria], o__RB41, f__, g__, s__ (ID1136007)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID319870)  9.12419329511e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Lachnospiraceae, g__[Ruminococcus], s__gnavus (ID262869)  1.2714323684e-07
k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__C111, g__, s__ (ID241220)  0.0
k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Solirubrobacterales, f__, g__, s__ (ID106874)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Alcaligenaceae, g__, s__ (ID4307589)  2.57572978277e-06
k__Bacteria, p__Tenericutes, c__Mollicutes, o__RF39, f__, g__, s__ (ID921020)  4.92042668557e-05
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__ (ID181532)  9.58879546547e-08
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__copri (ID181539)  -7.30137888984e-07
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Christensenellaceae, g__, s__ (ID111344)  8.60499444203e-08
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__Ruminococcaceae, g__, s__ (ID186448)  7.06234965505e-08
k__Bacteria, p__Actinobacteria, c__Acidimicrobiia, o__Acidimicrobiales, f__, g__, s__ (ID221609)  0.0
k__Bacteria, p__Firmicutes, c__Bacilli, o__Lactobacillales, f__Streptococcaceae, g__Streptococcus, s__ (ID110438)  3.29764662247e-08
k__Bacteria, p__Acidobacteria, c__Acidobacteriia, o__Acidobacteriales, f__Koribacteraceae, g__, s__ (ID3155426)  0.0
k__Bacteria, p__Proteobacteria, c__Betaproteobacteria, o__Burkholderiales, f__Comamonadaceae, g__, s__ (ID74685)  6.96971335227e-08
k__Bacteria, p__Actinobacteria, c__Thermoleophilia, o__Gaiellales, f__Gaiellaceae, g__, s__ (ID1094887)  0.0
k__Bacteria, p__Proteobacteria, c__Gammaproteobacteria, o__Oceanospirillales, f__Oceanospirillaceae, g__, s__ (ID4392530)  0.0
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Bacteroidaceae, g__Bacteroides, s__plebeius (ID351404)  -2.44109699934e-07
k__Bacteria, p__Bacteroidetes, c__Bacteroidia, o__Bacteroidales, f__Prevotellaceae, g__Prevotella, s__ (ID351407)  4.90090549435e-08
k__Bacteria, p__Proteobacteria, c__Alphaproteobacteria, o__Rhodospirillales, f__Rhodospirillaceae, g__Novispirillum, s__ (ID1093350)  0.0
k__Bacteria, p__Firmicutes, c__Clostridia, o__Clostridiales, f__, g__, s__ (ID355533)  2.31070437887e-08
